G41	G34	2.39903937803846
G35	G25	2.3926474695427
G25	G35	2.3926474695427
G33	G38	2.35487210930097
G38	G33	2.35487210930097
G8	G2	2.35187100758184
G2	G8	2.35187100758184
G32	G25	2.34504814748552
G25	G32	2.34504814748552
G17	G8	2.3199383794978
G8	G17	2.3199383794978
G25	G49	2.28753937262783
G49	G25	2.28753937262783
G2	G37	2.26466170831739
G37	G2	2.26466170831739
G49	G1	2.26419273975584
G1	G49	2.26419273975584
G36	G43	2.25184671178672
G43	G36	2.25184671178672
G4	G2	2.22107692903242
G2	G4	2.22107692903242
G40	G25	2.20161183903557
G25	G40	2.20161183903557
G34	G24	2.19749479794543
G24	G34	2.19749479794543
G34	G27	2.18391882362066
G27	G34	2.18391882362066
G32	G12	2.17025417442621
G12	G32	2.17025417442621
G22	G2	2.16378536059518
G2	G22	2.16378536059518
G25	G8	2.14024246530823
G8	G25	2.14024246530823
G25	G43	2.12916910368929
G43	G25	2.12916910368929
G8	G43	2.09580321586844
G43	G8	2.09580321586844
G1	G25	2.09109662057
G25	G1	2.09109662057
G47	G31	2.08735790563873
G31	G47	2.08735790563873
G6	G8	2.08692016163736
G8	G6	2.08692016163736
G25	G48	2.056641665676
G48	G25	2.056641665676
G41	G36	2.05467449888932
G36	G41	2.05467449888932
G26	G25	2.04276587389518
G25	G26	2.04276587389518
G3	G12	2.01680071407189
G12	G3	2.01680071407189
G44	G42	2.00951781100027
G42	G44	2.00951781100027
G12	G22	2.00208427114868
G22	G12	2.00208427114868
G19	G2	2.00114943944828
G2	G19	2.00114943944828
G2	G11	2.00015943645673
G11	G2	2.00015943645673
G21	G25	1.99279844164081
G25	G21	1.99279844164081
G10	G2	1.9902995927647
G2	G10	1.9902995927647
G6	G25	1.97280344929864
G25	G6	1.97280344929864
G22	G26	1.96249849326727
G26	G22	1.96249849326727
G48	G3	1.93822848202058
G3	G48	1.93822848202058
G25	G22	1.93740158188529
G22	G25	1.93740158188529
G49	G8	1.93411256295492
G8	G49	1.93411256295492
G48	G50	1.92132975610185
G50	G48	1.92132975610185
G22	G14	1.91587615443676
G14	G22	1.91587615443676
G34	G17	1.90747130794723
G17	G34	1.90747130794723
G15	G8	1.90269053457215
G8	G15	1.90269053457215
G33	G29	1.90138646408755
G29	G33	1.90138646408755
G32	G22	1.89800137926444
G22	G32	1.89800137926444
G25	G2	1.89463339516296
G2	G25	1.89463339516296
G36	G21	1.87336589852648
G21	G36	1.87336589852648
G31	G25	1.87199990707122
G25	G31	1.87199990707122
G46	G34	1.86220580861443
G34	G46	1.86220580861443
G12	G16	1.85991168161474
G16	G12	1.85991168161474
G2	G34	1.85742288675801
G34	G2	1.85742288675801
G22	G38	1.85733927384452
G38	G22	1.85733927384452
G42	G22	1.85712482367405
G22	G42	1.85712482367405
G8	G23	1.85673802639951
G23	G8	1.85673802639951
G25	G15	1.85467961767909
G15	G25	1.85467961767909
G8	G3	1.83946310471397
G3	G8	1.83946310471397
G19	G25	1.82332443212593
G25	G19	1.82332443212593
G8	G20	1.81802091430777
G20	G8	1.81802091430777
G37	G49	1.80027711767411
G49	G37	1.80027711767411
G35	G30	1.79715016824372
G30	G35	1.79715016824372
G38	G44	1.79189065947003
G44	G38	1.79189065947003
G22	G15	1.78758803637155
G15	G22	1.78758803637155
G2	G16	1.76760401764887
G16	G2	1.76760401764887
G33	G39	1.76141570689737
G39	G33	1.76141570689737
G48	G46	1.7606715834301
G46	G48	1.7606715834301
G4	G19	1.75752216620699
G19	G4	1.75752216620699
G38	G27	1.7570644722309
G27	G38	1.7570644722309
G24	G17	1.75555216622447
G17	G24	1.75555216622447
G8	G28	1.74561074753845
G28	G8	1.74561074753845
G2	G32	1.74506901940982
G32	G2	1.74506901940982
G31	G43	1.73320244163319
G43	G31	1.73320244163319
G43	G34	1.72105800405829
G34	G43	1.72105800405829
G19	G34	1.71781633718943
G34	G19	1.71781633718943
G28	G42	1.71559146868852
G42	G28	1.71559146868852
G34	G22	1.70922762020446
G22	G34	1.70922762020446
G27	G18	1.70627000995417
G18	G27	1.70627000995417
G25	G23	1.69814834987108
G23	G25	1.69814834987108
G6	G42	1.69717946829789
G42	G6	1.69717946829789
G7	G27	1.69697438153748
G27	G7	1.69697438153748
G43	G22	1.69613565456927
G22	G43	1.69613565456927
G19	G40	1.68506289644742
G40	G19	1.68506289644742
G2	G49	1.68341186090048
G49	G2	1.68341186090048
G29	G40	1.67840116537629
G40	G29	1.67840116537629
G1	G11	1.66944704036233
G11	G1	1.66944704036233
G37	G46	1.66184486615394
G46	G37	1.66184486615394
G9	G42	1.66180521563551
G42	G9	1.66180521563551
G11	G25	1.65249656927649
G25	G11	1.65249656927649
G20	G32	1.64277641617403
G32	G20	1.64277641617403
G37	G24	1.63784543811722
G24	G37	1.63784543811722
G26	G17	1.62949194233407
G17	G26	1.62949194233407
G19	G48	1.62693017150374
G48	G19	1.62693017150374
G34	G49	1.62301095775733
G49	G34	1.62301095775733
G30	G39	1.62050491654049
G39	G30	1.62050491654049
G49	G50	1.59448154159911
G50	G49	1.59448154159911
G43	G6	1.58644734114703
G6	G43	1.58644734114703
G33	G22	1.57874156819855
G22	G33	1.57874156819855
G11	G47	1.57605519673452
G47	G11	1.57605519673452
G37	G12	1.57253591960231
G12	G37	1.57253591960231
G40	G34	1.56555345386202
G34	G40	1.56555345386202
G48	G28	1.5600722529163
G28	G48	1.5600722529163
G32	G1	1.55240945183738
G1	G32	1.55240945183738
G34	G50	1.55190804123275
G50	G34	1.55190804123275
G21	G15	1.53426961818362
G15	G21	1.53426961818362
G11	G16	1.52744915472637
G16	G11	1.52744915472637
G46	G22	1.52689060006759
G22	G46	1.52689060006759
G3	G26	1.52338763992168
G26	G3	1.52338763992168
G28	G22	1.51377083721893
G22	G28	1.51377083721893
G6	G2	1.51205831623291
G2	G6	1.51205831623291
G24	G6	1.51161918797958
G6	G24	1.51161918797958
G28	G23	1.51132580123156
G23	G28	1.51132580123156
G11	G34	1.50921551334787
G34	G11	1.50921551334787
G23	G18	1.50705655033042
G18	G23	1.50705655033042
G5	G24	1.50141144050936
G24	G5	1.50141144050936
G4	G41	1.49934981876723
G41	G4	1.49934981876723
G34	G16	1.49931827058906
G16	G34	1.49931827058906
G30	G43	1.49282095570056
G43	G30	1.49282095570056
G27	G37	1.48489582379863
G37	G27	1.48489582379863
G23	G3	1.47821749453779
G3	G23	1.47821749453779
G37	G50	1.47763365013539
G50	G37	1.47763365013539
G34	G3	1.46382919321291
G3	G34	1.46382919321291
G11	G12	1.4589033136776
G12	G11	1.4589033136776
G36	G26	1.4585808201753
G26	G36	1.4585808201753
G8	G41	1.45706621081126
G41	G8	1.45706621081126
G27	G9	1.44816485147717
G9	G27	1.44816485147717
G48	G37	1.44205219226496
G37	G48	1.44205219226496
G43	G29	1.43937188775573
G29	G43	1.43937188775573
G49	G21	1.43293299174599
G21	G49	1.43293299174599
G46	G45	1.4243247712996
G45	G46	1.4243247712996
G20	G25	1.42056714366161
G25	G20	1.42056714366161
G35	G34	1.41877995095598
G34	G35	1.41877995095598
G49	G24	1.4134357131186
G24	G49	1.4134357131186
G38	G43	1.40117894864015
G43	G38	1.40117894864015
G37	G26	1.39517162736128
G26	G37	1.39517162736128
G47	G6	1.37968408100933
G6	G47	1.37968408100933
G32	G19	1.37842563796066
G19	G32	1.37842563796066
G28	G34	1.37399894036336
G34	G28	1.37399894036336
G13	G25	1.37022134409797
G25	G13	1.37022134409797
G37	G22	1.36512818528703
G22	G37	1.36512818528703
G37	G29	1.36499226118612
G29	G37	1.36499226118612
G17	G14	1.36170928802073
G14	G17	1.36170928802073
G47	G3	1.35967959777226
G3	G47	1.35967959777226
G23	G49	1.35067691824402
G49	G23	1.35067691824402
G25	G45	1.34276284891651
G45	G25	1.34276284891651
G41	G37	1.33300848107227
G37	G41	1.33300848107227
G41	G12	1.31991103309058
G12	G41	1.31991103309058
G25	G44	1.3168359578703
G44	G25	1.3168359578703
G12	G47	1.30702793819179
G47	G12	1.30702793819179
G23	G2	1.29496889328752
G2	G23	1.29496889328752
G34	G20	1.29422728153422
G20	G34	1.29422728153422
G37	G45	1.29172061124576
G45	G37	1.29172061124576
G41	G14	1.27731174479452
G14	G41	1.27731174479452
G25	G12	1.27556455568074
G12	G25	1.27556455568074
G43	G28	1.27360373466803
G28	G43	1.27360373466803
G50	G26	1.27316156402082
G26	G50	1.27316156402082
G43	G20	1.26474637221843
G20	G43	1.26474637221843
G18	G15	1.26436836351132
G15	G18	1.26436836351132
G49	G3	1.26077146621601
G3	G49	1.26077146621601
G34	G42	1.24814824636172
G42	G34	1.24814824636172
G49	G36	1.24415928206544
G36	G49	1.24415928206544
G32	G49	1.23799177759373
G49	G32	1.23799177759373
G14	G27	1.23601281613802
G27	G14	1.23601281613802
G26	G43	1.23425733830682
G43	G26	1.23425733830682
G21	G5	1.23362431467047
G5	G21	1.23362431467047
G34	G39	1.22655032738574
G39	G34	1.22655032738574
G12	G30	1.22536775443005
G30	G12	1.22536775443005
G50	G5	1.21950998842552
G5	G50	1.21950998842552
G41	G25	1.21110778521567
G25	G41	1.21110778521567
G20	G2	1.20456022751197
G2	G20	1.20456022751197
G32	G37	1.20326068983701
G37	G32	1.20326068983701
G34	G13	1.19589025140029
G13	G34	1.19589025140029
G23	G26	1.17897069359856
G26	G23	1.17897069359856
G40	G22	1.17169282806815
G22	G40	1.17169282806815
G23	G24	1.17136995867246
G24	G23	1.17136995867246
G43	G12	1.17048827116184
G12	G43	1.17048827116184
G4	G24	1.16665230585778
G24	G4	1.16665230585778
G46	G38	1.16453230036679
G38	G46	1.16453230036679
G5	G1	1.16011008581821
G1	G5	1.16011008581821
G25	G42	1.15631722342903
G42	G25	1.15631722342903
G17	G43	1.14609170401829
G43	G17	1.14609170401829
G28	G21	1.14452274520293
G21	G28	1.14452274520293
G39	G46	1.14165449550885
G46	G39	1.14165449550885
G11	G44	1.1389319971736
G44	G11	1.1389319971736
G32	G50	1.13842615276292
G50	G32	1.13842615276292
G32	G34	1.13560318890127
G34	G32	1.13560318890127
G47	G43	1.13498693110434
G43	G47	1.13498693110434
G43	G45	1.13036446871558
G45	G43	1.13036446871558
G41	G44	1.12756106516607
G44	G41	1.12756106516607
G28	G19	1.12337738657651
G19	G28	1.12337738657651
G44	G1	1.11631985736517
G1	G44	1.11631985736517
G11	G38	1.11159544898122
G38	G11	1.11159544898122
G17	G10	1.09294628722539
G10	G17	1.09294628722539
G47	G25	1.09114221514177
G25	G47	1.09114221514177
G38	G21	1.08876811447384
G21	G38	1.08876811447384
G50	G3	1.08662659411344
G3	G50	1.08662659411344
G37	G30	1.08025159333418
G30	G37	1.08025159333418
G41	G6	1.07678037845088
G6	G41	1.07678037845088
G30	G5	1.07663466637396
G5	G30	1.07663466637396
G27	G13	1.07262076838924
G13	G27	1.07262076838924
G49	G18	1.06931929991305
G18	G49	1.06931929991305
G30	G47	1.06738886390544
G47	G30	1.06738886390544
G18	G43	1.06567589137647
G43	G18	1.06567589137647
G3	G2	1.05974955624
G2	G3	1.05974955624
G37	G18	1.05378049347199
G18	G37	1.05378049347199
G34	G12	1.05304899538837
G12	G34	1.05304899538837
G28	G6	1.04900617442475
G6	G28	1.04900617442475
G44	G45	1.04807755528715
G45	G44	1.04807755528715
G9	G12	1.03815012698207
G12	G9	1.03815012698207
G25	G17	1.03618647580437
G17	G25	1.03618647580437
G31	G13	1.02408207529594
G13	G31	1.02408207529594
G50	G2	1.01787928153691
G2	G50	1.01787928153691
G25	G33	1.0116370026865
G33	G25	1.0116370026865
G45	G34	1.01126036816363
G34	G45	1.01126036816363
G11	G43	1.00640003344132
G43	G11	1.00640003344132
G43	G42	1.00384781009302
G42	G43	1.00384781009302
G1	G38	1.0029324865213
G38	G1	1.0029324865213
G25	G7	1.00020061744052
G7	G25	1.00020061744052
G30	G11	0.999905825465622
G11	G30	0.999905825465622
G34	G6	0.999422396771282
G6	G34	0.999422396771282
G23	G15	0.997221700255577
G15	G23	0.997221700255577
G2	G40	0.991807586742855
G40	G2	0.991807586742855
G30	G32	0.989803274522754
G32	G30	0.989803274522754
G26	G35	0.987650146080884
G35	G26	0.987650146080884
G2	G28	0.979017931593869
G28	G2	0.979017931593869
G40	G28	0.969804362836806
G28	G40	0.969804362836806
G30	G49	0.966389002855777
G49	G30	0.966389002855777
G36	G34	0.954945804179374
G34	G36	0.954945804179374
G3	G17	0.954589141498223
G17	G3	0.954589141498223
G44	G21	0.953643220128069
G21	G44	0.953643220128069
G9	G41	0.951073487243878
G41	G9	0.951073487243878
G37	G33	0.948675509005019
G33	G37	0.948675509005019
G34	G30	0.946498606765181
G30	G34	0.946498606765181
G24	G15	0.941133548673385
G15	G24	0.941133548673385
G35	G27	0.934259014313189
G27	G35	0.934259014313189
G12	G26	0.931475650860547
G26	G12	0.931475650860547
G5	G25	0.930042230778124
G25	G5	0.930042230778124
G27	G22	0.929997121743219
G22	G27	0.929997121743219
G35	G13	0.927560851473979
G13	G35	0.927560851473979
G42	G49	0.92691666666003
G49	G42	0.92691666666003
G12	G24	0.925875162866807
G24	G12	0.925875162866807
G50	G4	0.92537157073014
G4	G50	0.92537157073014
G31	G19	0.918074310833699
G19	G31	0.918074310833699
G17	G23	0.915361158609597
G23	G17	0.915361158609597
G38	G3	0.905189598131225
G3	G38	0.905189598131225
G45	G35	0.902300199368632
G35	G45	0.902300199368632
G10	G30	0.894124998439717
G30	G10	0.894124998439717
G14	G19	0.893572122340927
G19	G14	0.893572122340927
G18	G8	0.893553205394889
G8	G18	0.893553205394889
G25	G4	0.891696399788803
G4	G25	0.891696399788803
G26	G49	0.890428056583075
G49	G26	0.890428056583075
G8	G1	0.881760598340907
G1	G8	0.881760598340907
G39	G43	0.880591011556293
G43	G39	0.880591011556293
G35	G14	0.877103045005415
G14	G35	0.877103045005415
G17	G21	0.875666262418149
G21	G17	0.875666262418149
G26	G30	0.872022383501174
G30	G26	0.872022383501174
G31	G21	0.868782566196868
G21	G31	0.868782566196868
G8	G19	0.868477307069102
G19	G8	0.868477307069102
G33	G34	0.867758652034223
G34	G33	0.867758652034223
G20	G22	0.859797808240621
G22	G20	0.859797808240621
G25	G38	0.854872157286302
G38	G25	0.854872157286302
G46	G26	0.850572752973802
G26	G46	0.850572752973802
G11	G36	0.847986950149895
G36	G11	0.847986950149895
G11	G21	0.845915510324067
G21	G11	0.845915510324067
G35	G28	0.844700108436204
G28	G35	0.844700108436204
G19	G1	0.844410019926763
G1	G19	0.844410019926763
G15	G36	0.840739262295619
G36	G15	0.840739262295619
G16	G32	0.826062661173082
G32	G16	0.826062661173082
G49	G43	0.822130824433143
G43	G49	0.822130824433143
G16	G19	0.815496342077575
G19	G16	0.815496342077575
G43	G21	0.808853965183072
G21	G43	0.808853965183072
G2	G15	0.805780699858064
G15	G2	0.805780699858064
G44	G28	0.798107447049584
G28	G44	0.798107447049584
G31	G14	0.798007456064347
G14	G31	0.798007456064347
G5	G19	0.796585397073683
G19	G5	0.796585397073683
G3	G24	0.791950394116341
G24	G3	0.791950394116341
G13	G48	0.786185871276605
G48	G13	0.786185871276605
G26	G19	0.786094470843642
G19	G26	0.786094470843642
G34	G29	0.77993941156931
G29	G34	0.77993941156931
G2	G12	0.76971091209477
G12	G2	0.76971091209477
G30	G48	0.768968989873517
G48	G30	0.768968989873517
G23	G20	0.763775445816342
G20	G23	0.763775445816342
G43	G46	0.763604120520203
G46	G43	0.763604120520203
G15	G33	0.762940727328325
G33	G15	0.762940727328325
G22	G23	0.753909887112475
G23	G22	0.753909887112475
G40	G30	0.745178536468593
G30	G40	0.745178536468593
G33	G50	0.735222143674925
G50	G33	0.735222143674925
G18	G21	0.735213977351337
G21	G18	0.735213977351337
G10	G37	0.734647337654893
G37	G10	0.734647337654893
G35	G49	0.730497261015229
G49	G35	0.730497261015229
G25	G24	0.719365202885003
G24	G25	0.719365202885003
G30	G19	0.71538186011664
G19	G30	0.71538186011664
G46	G32	0.714917677867225
G32	G46	0.714917677867225
G23	G7	0.710547494837639
G7	G23	0.710547494837639
G5	G43	0.70924936158919
G43	G5	0.70924936158919
G48	G31	0.69776668276152
G31	G48	0.69776668276152
G48	G6	0.696513310580999
G6	G48	0.696513310580999
G42	G21	0.695303626252167
G21	G42	0.695303626252167
G18	G14	0.69508497531285
G14	G18	0.69508497531285
G24	G13	0.691767497636049
G13	G24	0.691767497636049
G5	G2	0.689199998080815
G2	G5	0.689199998080815
G5	G31	0.685910059144441
G31	G5	0.685910059144441
G43	G2	0.685523637937992
G2	G43	0.685523637937992
G48	G27	0.683354027551296
G27	G48	0.683354027551296
G50	G9	0.682440190549813
G9	G50	0.682440190549813
G48	G12	0.682335551373355
G12	G48	0.682335551373355
G26	G29	0.678279468400564
G29	G26	0.678279468400564
G41	G20	0.674372176674287
G20	G41	0.674372176674287
G30	G31	0.673526950811523
G31	G30	0.673526950811523
G8	G24	0.67203799586944
G24	G8	0.67203799586944
G42	G12	0.667770241481033
G12	G42	0.667770241481033
G22	G19	0.663273741165358
G19	G22	0.663273741165358
G47	G22	0.661700800077763
G22	G47	0.661700800077763
G11	G17	0.65833054905287
G17	G11	0.65833054905287
G13	G30	0.657646573383917
G30	G13	0.657646573383917
G44	G6	0.654993857523376
G6	G44	0.654993857523376
G3	G36	0.654034858531965
G36	G3	0.654034858531965
G5	G34	0.651772582100443
G34	G5	0.651772582100443
G30	G20	0.647497481787246
G20	G30	0.647497481787246
G12	G20	0.645852629599589
G20	G12	0.645852629599589
G12	G13	0.644523357340554
G13	G12	0.644523357340554
G26	G11	0.644339744607246
G11	G26	0.644339744607246
G5	G20	0.640780348911985
G20	G5	0.640780348911985
G20	G26	0.636962646109455
G26	G20	0.636962646109455
G17	G36	0.634430677972639
G36	G17	0.634430677972639
G46	G49	0.63168690694033
G49	G46	0.63168690694033
G23	G41	0.629502331488811
G41	G23	0.629502331488811
G42	G18	0.628841926129891
G18	G42	0.628841926129891
G40	G26	0.626220458000906
G26	G40	0.626220458000906
G15	G37	0.625112709529644
G37	G15	0.625112709529644
G30	G3	0.620178763327924
G3	G30	0.620178763327924
G5	G22	0.617186429611051
G22	G5	0.617186429611051
G16	G22	0.613015857884527
G22	G16	0.613015857884527
G15	G38	0.612419089353253
G38	G15	0.612419089353253
G44	G40	0.611755511241892
G40	G44	0.611755511241892
G42	G40	0.611118348888321
G40	G42	0.611118348888321
G19	G49	0.610836641067894
G49	G19	0.610836641067894
G11	G41	0.603073462163406
G41	G11	0.603073462163406
G46	G30	0.595594500642395
G30	G46	0.595594500642395
G2	G39	0.592811348411079
G39	G2	0.592811348411079
G13	G39	0.585392212315907
G39	G13	0.585392212315907
G23	G36	0.58230562846453
G36	G23	0.58230562846453
G9	G25	0.578609218606337
G25	G9	0.578609218606337
G31	G34	0.578506329641797
G34	G31	0.578506329641797
G3	G35	0.576502056011718
G35	G3	0.576502056011718
G29	G21	0.574590082058259
G21	G29	0.574590082058259
G17	G16	0.567709821585408
G16	G17	0.567709821585408
G48	G40	0.562717464709116
G40	G48	0.562717464709116
G31	G35	0.556754114163415
G35	G31	0.556754114163415
G8	G31	0.554558797881343
G31	G8	0.554558797881343
G1	G6	0.551572689460952
G6	G1	0.551572689460952
G34	G1	0.549911931481725
G1	G34	0.549911931481725
G22	G4	0.546215354157529
G4	G22	0.546215354157529
G31	G37	0.544661878894541
G37	G31	0.544661878894541
G16	G25	0.544020851343378
G25	G16	0.544020851343378
G47	G14	0.536382703940782
G14	G47	0.536382703940782
G3	G41	0.53000248782001
G41	G3	0.53000248782001
G36	G32	0.527677946272585
G32	G36	0.527677946272585
G38	G23	0.526289551708763
G23	G38	0.526289551708763
G37	G34	0.518167028494548
G34	G37	0.518167028494548
G34	G38	0.5172082693704
G38	G34	0.5172082693704
G28	G20	0.51677429459442
G20	G28	0.51677429459442
G1	G42	0.513217906403337
G42	G1	0.513217906403337
G24	G41	0.509520506685219
G41	G24	0.509520506685219
G49	G15	0.505451215624855
G15	G49	0.505451215624855
G13	G50	0.500980501678973
G50	G13	0.500980501678973
G24	G46	0.500433861684512
G46	G24	0.500433861684512
G28	G18	0.497946913445819
G18	G28	0.497946913445819
G8	G7	0.494961751977491
G7	G8	0.494961751977491
G12	G49	0.492467943764391
G49	G12	0.492467943764391
G9	G20	0.486408368016781
G20	G9	0.486408368016781
G49	G38	0.481708396800472
G38	G49	0.481708396800472
G45	G19	0.480010622052769
G19	G45	0.480010622052769
G48	G22	0.47354494517392
G22	G48	0.47354494517392
G5	G32	0.469691019310577
G32	G5	0.469691019310577
G10	G42	0.463356706477829
G42	G10	0.463356706477829
G11	G8	0.460995006355037
G8	G11	0.460995006355037
G12	G8	0.459251397111882
G8	G12	0.459251397111882
G2	G14	0.45788737143219
G14	G2	0.45788737143219
G41	G21	0.457721251136262
G21	G41	0.457721251136262
G18	G22	0.457485090535055
G22	G18	0.457485090535055
G35	G16	0.453594514486905
G16	G35	0.453594514486905
G7	G49	0.453197724414969
G49	G7	0.453197724414969
G17	G22	0.453057315123877
G22	G17	0.453057315123877
G45	G41	0.451216165370789
G41	G45	0.451216165370789
G21	G35	0.451188964751851
G35	G21	0.451188964751851
G3	G42	0.449757732371464
G42	G3	0.449757732371464
G17	G46	0.449187677708378
G46	G17	0.449187677708378
G19	G27	0.445052488806853
G27	G19	0.445052488806853
G2	G17	0.436800521925422
G17	G2	0.436800521925422
G11	G37	0.435842685550405
G37	G11	0.435842685550405
G49	G9	0.435765805317298
G9	G49	0.435765805317298
G38	G26	0.432711567301082
G26	G38	0.432711567301082
G4	G31	0.432011303288881
G31	G4	0.432011303288881
G41	G31	0.431278840533047
G31	G41	0.431278840533047
G28	G33	0.425997653964335
G33	G28	0.425997653964335
G5	G42	0.425334643740115
G42	G5	0.425334643740115
G16	G46	0.425307814105504
G46	G16	0.425307814105504
G26	G31	0.421327697315248
G31	G26	0.421327697315248
G38	G18	0.408096294564325
G18	G38	0.408096294564325
G48	G45	0.405582929357486
G45	G48	0.405582929357486
G50	G17	0.398184576694331
G17	G50	0.398184576694331
G48	G34	0.398179711269523
G34	G48	0.398179711269523
G22	G30	0.398133234408298
G30	G22	0.398133234408298
G5	G8	0.396569205286462
G8	G5	0.396569205286462
G49	G45	0.394509438293505
G45	G49	0.394509438293505
G16	G37	0.382877094176504
G37	G16	0.382877094176504
G37	G13	0.380943824696841
G13	G37	0.380943824696841
G31	G17	0.376132682077122
G17	G31	0.376132682077122
G18	G12	0.375586023163184
G12	G18	0.375586023163184
G9	G21	0.375309324085866
G21	G9	0.375309324085866
G37	G4	0.375146581208456
G4	G37	0.375146581208456
G29	G22	0.373348184197663
G22	G29	0.373348184197663
G46	G31	0.368930609143936
G31	G46	0.368930609143936
G29	G44	0.368921962879429
G44	G29	0.368921962879429
G20	G36	0.368434890105067
G36	G20	0.368434890105067
G34	G4	0.366803996821862
G4	G34	0.366803996821862
G33	G23	0.362251064739093
G23	G33	0.362251064739093
G12	G19	0.361271621968742
G19	G12	0.361271621968742
G25	G46	0.352919407013255
G46	G25	0.352919407013255
G4	G39	0.350790988076958
G39	G4	0.350790988076958
G6	G49	0.347303117786122
G49	G6	0.347303117786122
G43	G33	0.34571767931974
G33	G43	0.34571767931974
G3	G37	0.345329511823106
G37	G3	0.345329511823106
G10	G9	0.343436328668638
G9	G10	0.343436328668638
G40	G49	0.342510685041766
G49	G40	0.342510685041766
G44	G32	0.341974459494732
G32	G44	0.341974459494732
G21	G1	0.340406465465935
G1	G21	0.340406465465935
G39	G24	0.338242699877701
G24	G39	0.338242699877701
G35	G17	0.336826475931801
G17	G35	0.336826475931801
