G32	G39	1.9498348258368376
G39	G32	1.9498348258368376
G10	G9	1.9486981277294015
G9	G10	1.9486981277294015
G37	G92	1.9480025907994614
G92	G37	1.9480025907994614
G52	G86	1.9469418748763268
G86	G52	1.9469418748763268
G84	G96	1.9458342004086542
G96	G84	1.9458342004086542
G53	G73	1.9436397256365483
G73	G53	1.9436397256365483
G15	G16	1.9436209816291625
G16	G15	1.9436209816291625
G34	G36	1.9425738576100389
G36	G34	1.9425738576100389
G25	G31	1.9420688839951796
G31	G25	1.9420688839951796
G66	G97	1.941890223979438
G97	G66	1.941890223979438
G22	G23	1.9377211083596295
G23	G22	1.9377211083596295
G50	G54	1.9353437830265907
G54	G50	1.9353437830265907
G26	G40	1.9342819586031497
G40	G26	1.9342819586031497
G11	G42	1.9329432970940301
G42	G11	1.9329432970940301
G20	G23	1.9329144705660568
G23	G20	1.9329144705660568
G34	G73	1.9316637541499313
G73	G34	1.9316637541499313
G38	G39	1.9312218084446222
G39	G38	1.9312218084446222
G62	G93	1.929133252525601
G93	G62	1.929133252525601
G18	G56	1.927630338749338
G56	G18	1.927630338749338
G14	G6	1.9267104154493366
G6	G14	1.9267104154493366
G57	G67	1.9232149152666498
G67	G57	1.9232149152666498
G3	G84	1.9222335972685682
G84	G3	1.9222335972685682
G33	G92	1.921718043646293
G92	G33	1.921718043646293
G18	G52	1.9210833746755214
G52	G18	1.9210833746755214
G56	G60	1.9195446960363534
G60	G56	1.9195446960363534
G20	G24	1.9193309589110785
G24	G20	1.9193309589110785
G21	G24	1.9191817107415448
G24	G21	1.9191817107415448
G6	G7	1.9178400779026195
G7	G6	1.9178400779026195
G11	G90	1.9174715869591488
G90	G11	1.9174715869591488
G10	G85	1.9173350149807833
G85	G10	1.9173350149807833
G42	G99	1.9169567155002754
G99	G42	1.9169567155002754
G18	G66	1.9165736046751152
G66	G18	1.9165736046751152
G22	G47	1.9146258206778748
G47	G22	1.9146258206778748
G6	G90	1.9143453708226286
G90	G6	1.9143453708226286
G46	G68	1.9135621590749912
G68	G46	1.9135621590749912
G16	G33	1.9124516512944079
G33	G16	1.9124516512944079
G64	G8	1.9123706381527374
G8	G64	1.9123706381527374
G46	G75	1.912354465735383
G75	G46	1.912354465735383
G26	G31	1.9119860797722525
G31	G26	1.9119860797722525
G48	G87	1.9112651258763038
G87	G48	1.9112651258763038
G63	G90	1.9110525425434561
G90	G63	1.9110525425434561
G25	G28	1.9091689223793984
G28	G25	1.9091689223793984
G47	G66	1.9087625584445809
G66	G47	1.9087625584445809
G28	G31	1.907268182195259
G31	G28	1.907268182195259
G3	G92	1.9069801733643543
G92	G3	1.9069801733643543
G21	G22	1.9064577011720027
G22	G21	1.9064577011720027
G20	G21	1.9061879886614626
G21	G20	1.9061879886614626
G65	G90	1.9058181981827005
G90	G65	1.9058181981827005
G54	G59	1.9057462696403487
G59	G54	1.9057462696403487
G42	G7	1.9055824563269894
G7	G42	1.9055824563269894
G4	G44	1.9044630009782555
G44	G4	1.9044630009782555
G100	G12	1.904372008730588
G12	G100	1.904372008730588
G24	G73	1.9038275249603278
G73	G24	1.9038275249603278
G4	G95	1.9037167120318292
G95	G4	1.9037167120318292
G94	G98	1.902549432422835
G98	G94	1.902549432422835
G5	G87	1.9024926597166592
G87	G5	1.9024926597166592
G71	G74	1.9020904747199223
G74	G71	1.9020904747199223
G96	G99	1.9020167255717981
G99	G96	1.9020167255717981
G71	G72	1.8988792032020179
G72	G71	1.8988792032020179
G100	G17	1.8983865024553959
G17	G100	1.8983865024553959
G91	G92	1.896487893847699
G92	G91	1.896487893847699
G50	G88	1.8917722768352943
G88	G50	1.8917722768352943
G8	G99	1.8905689817208724
G99	G8	1.8905689817208724
G43	G6	1.8888616130723903
G6	G43	1.8888616130723903
G43	G68	1.888721896363827
G68	G43	1.888721896363827
G15	G45	1.8879327009784488
G45	G15	1.8879327009784488
G65	G88	1.8877348514608203
G88	G65	1.8877348514608203
G2	G8	1.88661147482768
G8	G2	1.88661147482768
G83	G85	1.8859862363453055
G85	G83	1.8859862363453055
G10	G67	1.885474502235799
G67	G10	1.885474502235799
G62	G70	1.8848007657527956
G70	G62	1.8848007657527956
G50	G9	1.8837044218146506
G9	G50	1.8837044218146506
G38	G65	1.8835254096752951
G65	G38	1.8835254096752951
G38	G92	1.8827942297564504
G92	G38	1.8827942297564504
G69	G81	1.8826716632855383
G81	G69	1.8826716632855383
G50	G59	1.882362200747969
G59	G50	1.882362200747969
G41	G43	1.8816323215624038
G43	G41	1.8816323215624038
G19	G92	1.8812752461059552
G92	G19	1.8812752461059552
G68	G74	1.8812397753146464
G74	G68	1.8812397753146464
G36	G46	1.8811085399491032
G46	G36	1.8811085399491032
G27	G39	1.881031384248204
G39	G27	1.881031384248204
G72	G96	1.879539751468013
G96	G72	1.879539751468013
G53	G70	1.8794568023039204
G70	G53	1.8794568023039204
G78	G86	1.879173436078439
G86	G78	1.879173436078439
G44	G71	1.8789651793736921
G71	G44	1.8789651793736921
G1	G57	1.8789524810452192
G57	G1	1.8789524810452192
G1	G41	1.878352982474892
G41	G1	1.878352982474892
G47	G80	1.8782555858297092
G80	G47	1.8782555858297092
G45	G67	1.8774039112004677
G67	G45	1.8774039112004677
G7	G81	1.8760973254337046
G81	G7	1.8760973254337046
G34	G94	1.8748112782694346
G94	G34	1.8748112782694346
G26	G94	1.8738169794993798
G94	G26	1.8738169794993798
G42	G61	1.8736326705417072
G61	G42	1.8736326705417072
G13	G59	1.8719453146581064
G59	G13	1.8719453146581064
G23	G41	1.8719336966575528
G41	G23	1.8719336966575528
G28	G75	1.8716440468358904
G75	G28	1.8716440468358904
G92	G94	1.8713671217927228
G94	G92	1.8713671217927228
G20	G22	1.8711990057763492
G22	G20	1.8711990057763492
G26	G28	1.870002150621768
G28	G26	1.870002150621768
G64	G95	1.8688539529389576
G95	G64	1.8688539529389576
G56	G87	1.8685139392809935
G87	G56	1.8685139392809935
G100	G91	1.8680610769447457
G91	G100	1.8680610769447457
G2	G25	1.8672158348172136
G25	G2	1.8672158348172136
G11	G13	1.8669997154385665
G13	G11	1.8669997154385665
G21	G64	1.8668400544406443
G64	G21	1.8668400544406443
G11	G43	1.8668177957483127
G43	G11	1.8668177957483127
G38	G61	1.866553042495772
G61	G38	1.866553042495772
G33	G9	1.8662550726488583
G9	G33	1.8662550726488583
G30	G99	1.8662406537050042
G99	G30	1.8662406537050042
G62	G65	1.8660332797039922
G65	G62	1.8660332797039922
G17	G96	1.8659059527325792
G96	G17	1.8659059527325792
G60	G76	1.8658265785140062
G76	G60	1.8658265785140062
G39	G82	1.8650879508277398
G82	G39	1.8650879508277398
G1	G69	1.8648916347376294
G69	G1	1.8648916347376294
G37	G54	1.8647077339829605
G54	G37	1.8647077339829605
G1	G25	1.8644295488694071
G25	G1	1.8644295488694071
G68	G93	1.8640438864789626
G93	G68	1.8640438864789626
G49	G99	1.8625844304182175
G99	G49	1.8625844304182175
G12	G96	1.8622725916092966
G96	G12	1.8622725916092966
G23	G66	1.8610164723284814
G66	G23	1.8610164723284814
G20	G63	1.8610082424376215
G63	G20	1.8610082424376215
G44	G7	1.8595476647878462
G7	G44	1.8595476647878462
G16	G46	1.8589778481703711
G46	G16	1.8589778481703711
G27	G40	1.8578036335354795
G40	G27	1.8578036335354795
G44	G85	1.8577128024499376
G85	G44	1.8577128024499376
G44	G97	1.8576543468690767
G97	G44	1.8576543468690767
G100	G69	1.8571138282488988
G69	G100	1.8571138282488988
G35	G37	1.856676291563503
G37	G35	1.856676291563503
G83	G88	1.8557265737116055
G88	G83	1.8557265737116055
G18	G90	1.8555006077706393
G90	G18	1.8555006077706393
G34	G79	1.8551252692640512
G79	G34	1.8551252692640512
G47	G81	1.8546432572116403
G81	G47	1.8546432572116403
G100	G18	1.8532816491400865
G18	G100	1.8532816491400865
G57	G69	1.852705119500071
G69	G57	1.852705119500071
G53	G69	1.8524373914682433
G69	G53	1.8524373914682433
G15	G44	1.8524330021263389
G44	G15	1.8524330021263389
G40	G7	1.8523193261530668
G7	G40	1.8523193261530668
G14	G84	1.852181356894973
G84	G14	1.852181356894973
G16	G61	1.8515731964126616
G61	G16	1.8515731964126616
G69	G94	1.8514299751481287
G94	G69	1.8514299751481287
G64	G87	1.8513670540060176
G87	G64	1.8513670540060176
G15	G57	1.8510093567382424
G57	G15	1.8510093567382424
G14	G68	1.8507207648739152
G68	G14	1.8507207648739152
G88	G92	1.8505947795211106
G92	G88	1.8505947795211106
G41	G76	1.8500062835440998
G76	G41	1.8500062835440998
G15	G50	1.849834340433648
G50	G15	1.849834340433648
G26	G32	1.8496964116827779
G32	G26	1.8496964116827779
G19	G63	1.8495984080651193
G63	G19	1.8495984080651193
G39	G9	1.8493953182578542
G9	G39	1.8493953182578542
G29	G30	1.849218658870075
G30	G29	1.849218658870075
G19	G9	1.8484344525621177
G9	G19	1.8484344525621177
G1	G55	1.8483241350260498
G55	G1	1.8483241350260498
G81	G99	1.8482051192702214
G99	G81	1.8482051192702214
G18	G93	1.847408474837811
G93	G18	1.847408474837811
G58	G71	1.84725044229361
G71	G58	1.84725044229361
G56	G73	1.8469226537830388
G73	G56	1.8469226537830388
G34	G5	1.8467735047983804
G5	G34	1.8467735047983804
G54	G9	1.8461072798333462
G9	G54	1.8461072798333462
G15	G61	1.8455964491961767
G61	G15	1.8455964491961767
G43	G44	1.8454820185674032
G44	G43	1.8454820185674032
G19	G38	1.8454352626857344
G38	G19	1.8454352626857344
G44	G62	1.8450929180737643
G62	G44	1.8450929180737643
G2	G74	1.8450031833730296
G74	G2	1.8450031833730296
G36	G37	1.8446977307277788
G37	G36	1.8446977307277788
G27	G98	1.844135743117664
G98	G27	1.844135743117664
G7	G78	1.8426553843873443
G78	G7	1.8426553843873443
G29	G95	1.8424744795468193
G95	G29	1.8424744795468193
G80	G9	1.8415501318758585
G9	G80	1.8415501318758585
G80	G92	1.841312411918484
G92	G80	1.841312411918484
G37	G4	1.8412774863264696
G4	G37	1.8412774863264696
G11	G85	1.8396965034885224
G85	G11	1.8396965034885224
G28	G57	1.8396595344692839
G57	G28	1.8396595344692839
G25	G32	1.8392050300348541
G32	G25	1.8392050300348541
G78	G8	1.838515446144909
G8	G78	1.838515446144909
G46	G62	1.8384994917564303
G62	G46	1.8384994917564303
G8	G98	1.8384014079383486
G98	G8	1.8384014079383486
G2	G44	1.8381612677890122
G44	G2	1.8381612677890122
G19	G55	1.8381432818770342
G55	G19	1.8381432818770342
G43	G66	1.838044757655577
G66	G43	1.838044757655577
G10	G30	1.8378334840953903
G30	G10	1.8378334840953903
G28	G74	1.8377158322326976
G74	G28	1.8377158322326976
G10	G55	1.8371214478705102
G55	G10	1.8371214478705102
G21	G25	1.8367960404047565
G25	G21	1.8367960404047565
G42	G51	1.8367643668790206
G51	G42	1.8367643668790206
G48	G75	1.8367397851507148
G75	G48	1.8367397851507148
G2	G82	1.836190802950263
G82	G2	1.836190802950263
G94	G96	1.8348735737800161
G96	G94	1.8348735737800161
G10	G89	1.8346061565724452
G89	G10	1.8346061565724452
G32	G95	1.8337343245868873
G95	G32	1.8337343245868873
G59	G87	1.8335623007167579
G87	G59	1.8335623007167579
G57	G72	1.833271937799943
G72	G57	1.833271937799943
G39	G64	1.8329893244967903
G64	G39	1.8329893244967903
G24	G64	1.8328332948799129
G64	G24	1.8328332948799129
G58	G65	1.8328212170293967
G65	G58	1.8328212170293967
G12	G74	1.832578005948933
G74	G12	1.832578005948933
G58	G9	1.8316625825958988
G9	G58	1.8316625825958988
G31	G46	1.83058068255538
G46	G31	1.83058068255538
G44	G70	1.8303736319850454
G70	G44	1.8303736319850454
G53	G85	1.830270569359616
G85	G53	1.830270569359616
G21	G94	1.8295599979319899
G94	G21	1.8295599979319899
G14	G90	1.8290288340475516
G90	G14	1.8290288340475516
G29	G63	1.828431871959448
G63	G29	1.828431871959448
G56	G92	1.828151966012081
G92	G56	1.828151966012081
G18	G31	1.827803540453666
G31	G18	1.827803540453666
G22	G96	1.8277934873654116
G96	G22	1.8277934873654116
G45	G78	1.82691861279483
G78	G45	1.82691861279483
G46	G47	1.826465135102762
G47	G46	1.826465135102762
G51	G69	1.8262890679968402
G69	G51	1.8262890679968402
G37	G42	1.8255843196191606
G42	G37	1.8255843196191606
G33	G41	1.8249259480901503
G41	G33	1.8249259480901503
G10	G71	1.824909320728274
G71	G10	1.824909320728274
G51	G53	1.8247593979779588
G53	G51	1.8247593979779588
G42	G67	1.8245155092955367
G67	G42	1.8245155092955367
G29	G79	1.8243628956701605
G79	G29	1.8243628956701605
G14	G8	1.8240378980400247
G8	G14	1.8240378980400247
G18	G78	1.8234377333078458
G78	G18	1.8234377333078458
G52	G79	1.8233171730431033
G79	G52	1.8233171730431033
G57	G97	1.8231955523047705
G97	G57	1.8231955523047705
G26	G85	1.8229943744789714
G85	G26	1.8229943744789714
G12	G71	1.8227280333985765
G71	G12	1.8227280333985765
G17	G47	1.8225477211408567
G47	G17	1.8225477211408567
G25	G54	1.8220533092272648
G54	G25	1.8220533092272648
G33	G69	1.8217268732758778
G69	G33	1.8217268732758778
G75	G80	1.8213095633917744
G80	G75	1.8213095633917744
G73	G85	1.8205516014405245
G85	G73	1.8205516014405245
G30	G58	1.8204673189454401
G58	G30	1.8204673189454401
G74	G88	1.8200847036968315
G88	G74	1.8200847036968315
G43	G72	1.8198266696648426
G72	G43	1.8198266696648426
G13	G90	1.8196563537106616
G90	G13	1.8196563537106616
G51	G84	1.8195135708405252
G84	G51	1.8195135708405252
G67	G78	1.8195062634338508
G78	G67	1.8195062634338508
G6	G72	1.8185891691618692
G72	G6	1.8185891691618692
G17	G60	1.8180290620955732
G60	G17	1.8180290620955732
G31	G77	1.8177187561069135
G77	G31	1.8177187561069135
G89	G98	1.8172653344800707
G98	G89	1.8172653344800707
G36	G38	1.8165088995238206
G38	G36	1.8165088995238206
G17	G31	1.816260631564002
G31	G17	1.816260631564002
G92	G95	1.8147048662703948
G95	G92	1.8147048662703948
G55	G73	1.814692536486692
G73	G55	1.814692536486692
G14	G82	1.8133052928476445
G82	G14	1.8133052928476445
G30	G8	1.81325906668605
G8	G30	1.81325906668605
G41	G80	1.8129406869044344
G80	G41	1.8129406869044344
G12	G95	1.8124009599980946
G95	G12	1.8124009599980946
G53	G71	1.8121237487250454
G71	G53	1.8121237487250454
G17	G22	1.8120652140811842
G22	G17	1.8120652140811842
G35	G54	1.8119974306753033
G54	G35	1.8119974306753033
G62	G66	1.8111919484786156
G66	G62	1.8111919484786156
G52	G85	1.810970653832824
G85	G52	1.810970653832824
G35	G47	1.8099374502990087
G47	G35	1.8099374502990087
G57	G85	1.8086291048652283
G85	G57	1.8086291048652283
G84	G86	1.8085666452984628
G86	G84	1.8085666452984628
G12	G72	1.8084745728398637
G72	G12	1.8084745728398637
G52	G77	1.8082287266385244
G77	G52	1.8082287266385244
G31	G34	1.808006657863396
G34	G31	1.808006657863396
G27	G64	1.807335473273767
G64	G27	1.807335473273767
G27	G7	1.80600613500871
G7	G27	1.80600613500871
G19	G95	1.8058450053558692
G95	G19	1.8058450053558692
G18	G85	1.8053423916497582
G85	G18	1.8053423916497582
G58	G70	1.8048712513867704
G70	G58	1.8048712513867704
G11	G50	1.8045344075708467
G50	G11	1.8045344075708467
G26	G56	1.8030478165998354
G56	G26	1.8030478165998354
G54	G69	1.8023302154879666
G69	G54	1.8023302154879666
G12	G42	1.8022921234541425
G42	G12	1.8022921234541425
G42	G89	1.798599551419687
G89	G42	1.798599551419687
G67	G77	1.7984659475614238
G77	G67	1.7984659475614238
G16	G30	1.797839729933274
G30	G16	1.797839729933274
G63	G84	1.7972019916342394
G84	G63	1.7972019916342394
G80	G88	1.796828418445886
G88	G80	1.796828418445886
G30	G69	1.796673866332545
G69	G30	1.796673866332545
G56	G69	1.7961641356401357
G69	G56	1.7961641356401357
G45	G51	1.7961464529637
G51	G45	1.7961464529637
G76	G79	1.7958007182352038
G79	G76	1.7958007182352038
G63	G81	1.7956788789471632
G81	G63	1.7956788789471632
G1	G44	1.7956466150221735
G44	G1	1.7956466150221735
G34	G65	1.7950773205050412
G65	G34	1.7950773205050412
G46	G67	1.794983888496184
G67	G46	1.794983888496184
G6	G84	1.7947218173734518
G84	G6	1.7947218173734518
G54	G85	1.793922215498982
G85	G54	1.793922215498982
G71	G89	1.7939021423153558
G89	G71	1.7939021423153558
G12	G53	1.7938599174581984
G53	G12	1.7938599174581984
G22	G72	1.7935287958600243
G72	G22	1.7935287958600243
G1	G60	1.7933654318866052
G60	G1	1.7933654318866052
G25	G85	1.7930148122328649
G85	G25	1.7930148122328649
G3	G6	1.7927918538809275
G6	G3	1.7927918538809275
G27	G72	1.7923627197451228
G72	G27	1.7923627197451228
G57	G68	1.7919171183667957
G68	G57	1.7919171183667957
G64	G82	1.7916445721809378
G82	G64	1.7916445721809378
G16	G97	1.7915529533793682
G97	G16	1.7915529533793682
G25	G92	1.7914587308356442
G92	G25	1.7914587308356442
G23	G32	1.791386523803567
G32	G23	1.791386523803567
G44	G72	1.7906745702393363
G72	G44	1.7906745702393363
G37	G55	1.7899735792554807
G55	G37	1.7899735792554807
G11	G2	1.7885992320743611
G2	G11	1.7885992320743611
G53	G81	1.7883910382311639
G81	G53	1.7883910382311639
G53	G72	1.7883457627014487
G72	G53	1.7883457627014487
G42	G65	1.7881576455464734
G65	G42	1.7881576455464734
G57	G70	1.7879671973592162
G70	G57	1.7879671973592162
G28	G51	1.7877701226123923
G51	G28	1.7877701226123923
G46	G66	1.7874943081535566
G66	G46	1.7874943081535566
G25	G3	1.787275793950843
G3	G25	1.787275793950843
G29	G83	1.7871176967866433
G83	G29	1.7871176967866433
G47	G75	1.786604291314212
G75	G47	1.786604291314212
G19	G73	1.786577112565182
G73	G19	1.786577112565182
G2	G86	1.7864162217127846
G86	G2	1.7864162217127846
G54	G74	1.7853315727987815
G74	G54	1.7853315727987815
G29	G51	1.7851606733823582
G51	G29	1.7851606733823582
G28	G32	1.7847203176546644
G32	G28	1.7847203176546644
G49	G83	1.784155374169361
G83	G49	1.784155374169361
G100	G49	1.7839813691344077
G49	G100	1.7839813691344077
G1	G94	1.7837159271909688
G94	G1	1.7837159271909688
G15	G42	1.7835405099153516
G42	G15	1.7835405099153516
G16	G50	1.7828919611163179
G50	G16	1.7828919611163179
G62	G73	1.7823798404680824
G73	G62	1.7823798404680824
G17	G34	1.7818984380037572
G34	G17	1.7818984380037572
G31	G85	1.7816965262892193
G85	G31	1.7816965262892193
G58	G73	1.7812740934182099
G73	G58	1.7812740934182099
G49	G94	1.7807104105264882
G94	G49	1.7807104105264882
G42	G49	1.7806572212105252
G49	G42	1.7806572212105252
G41	G79	1.780455240392988
G79	G41	1.780455240392988
G4	G88	1.7803461207440117
G88	G4	1.7803461207440117
G32	G76	1.7795914944939188
G76	G32	1.7795914944939188
G32	G4	1.7794963724523711
G4	G32	1.7794963724523711
G42	G87	1.779069330603284
G87	G42	1.779069330603284
G42	G70	1.7790015818896918
G70	G42	1.7790015818896918
G39	G80	1.7788985124354189
G80	G39	1.7788985124354189
G23	G62	1.778461003303384
G62	G23	1.778461003303384
G81	G98	1.7774618034724479
G98	G81	1.7774618034724479
G80	G98	1.7774422676559194
G98	G80	1.7774422676559194
G59	G76	1.7773982086754112
G76	G59	1.7773982086754112
G12	G54	1.7772520175824966
G54	G12	1.7772520175824966
G28	G39	1.7771887144361584
G39	G28	1.7771887144361584
G20	G64	1.7761022488432996
G64	G20	1.7761022488432996
G61	G91	1.7756064387043924
G91	G61	1.7756064387043924
G12	G28	1.7754198109558652
G28	G12	1.7754198109558652
G50	G61	1.7738471252734977
G61	G50	1.7738471252734977
G2	G5	1.7737955586572438
G5	G2	1.7737955586572438
G27	G93	1.7734203372240547
G93	G27	1.7734203372240547
G31	G32	1.7733993890474378
G32	G31	1.7733993890474378
G60	G80	1.7733809864216068
G80	G60	1.7733809864216068
G30	G9	1.773142520359357
G9	G30	1.773142520359357
G66	G82	1.7730610736347334
G82	G66	1.7730610736347334
G78	G87	1.773032932977622
G87	G78	1.773032932977622
G15	G79	1.7729759892919268
G79	G15	1.7729759892919268
G12	G84	1.7729241125251889
G84	G12	1.7729241125251889
G67	G92	1.771881210748613
G92	G67	1.771881210748613
G12	G91	1.7715734790577735
G91	G12	1.7715734790577735
G36	G8	1.7715733580500306
G8	G36	1.7715733580500306
G54	G72	1.7712115279527354
G72	G54	1.7712115279527354
G7	G86	1.7711926604173462
G86	G7	1.7711926604173462
G16	G78	1.7709093952499604
G78	G16	1.7709093952499604
G13	G60	1.770789929314204
G60	G13	1.770789929314204
G48	G58	1.7705705757255208
G58	G48	1.7705705757255208
G40	G93	1.7704267262193676
G93	G40	1.7704267262193676
G1	G89	1.769727292700309
G89	G1	1.769727292700309
G11	G21	1.7692831807046683
G21	G11	1.7692831807046683
G15	G48	1.7683573279336045
G48	G15	1.7683573279336045
G57	G9	1.768289511937819
G9	G57	1.768289511937819
G30	G95	1.7674981956558846
G95	G30	1.7674981956558846
G100	G67	1.7674376962683098
G67	G100	1.7674376962683098
G67	G91	1.7665184650637382
G91	G67	1.7665184650637382
G77	G91	1.7662007284939873
G91	G77	1.7662007284939873
G17	G43	1.766011245754528
G43	G17	1.766011245754528
G3	G90	1.7659810226462191
G90	G3	1.7659810226462191
G18	G70	1.7657218002234307
G70	G18	1.7657218002234307
G39	G77	1.7656673804472813
G77	G39	1.7656673804472813
G1	G99	1.7655375963968956
G99	G1	1.7655375963968956
G1	G56	1.7652395609361116
G56	G1	1.7652395609361116
G19	G91	1.7648155057676984
G91	G19	1.7648155057676984
G15	G78	1.7646634486778132
G78	G15	1.7646634486778132
G18	G53	1.7643477556213603
G53	G18	1.7643477556213603
G32	G71	1.7641450801342247
G71	G32	1.7641450801342247
G11	G99	1.764048150713257
G99	G11	1.764048150713257
G63	G94	1.763821964409877
G94	G63	1.763821964409877
G12	G47	1.7635222787714255
G47	G12	1.7635222787714255
G31	G53	1.7628583863490488
G53	G31	1.7628583863490488
G71	G81	1.7627623047572936
G81	G71	1.7627623047572936
G15	G97	1.7622976457766142
G97	G15	1.7622976457766142
G16	G86	1.7622462194594846
G86	G16	1.7622462194594846
G59	G79	1.761191305426014
G79	G59	1.761191305426014
G80	G85	1.7611776005987463
G85	G80	1.7611776005987463
G49	G58	1.7610805804117
G58	G49	1.7610805804117
G46	G61	1.7606911529938407
G61	G46	1.7606911529938407
G15	G49	1.7605218806936318
G49	G15	1.7605218806936318
G42	G6	1.7601088312181763
G6	G42	1.7601088312181763
G37	G48	1.7594575225772715
G48	G37	1.7594575225772715
G60	G63	1.759193252032009
G63	G60	1.759193252032009
G15	G35	1.7588405873145487
G35	G15	1.7588405873145487
G59	G84	1.7587253545884869
G84	G59	1.7587253545884869
G24	G9	1.7585576378017813
G9	G24	1.7585576378017813
G45	G61	1.75795905906745
G61	G45	1.75795905906745
G43	G55	1.7574385290431622
G55	G43	1.7574385290431622
G61	G78	1.757388809498552
G78	G61	1.757388809498552
G29	G99	1.7571615391864874
G99	G29	1.7571615391864874
G18	G82	1.7569948728364992
G82	G18	1.7569948728364992
G50	G99	1.756866562881989
G99	G50	1.756866562881989
G19	G84	1.75658317436219
G84	G19	1.75658317436219
G32	G9	1.7559395109302927
G9	G32	1.7559395109302927
G49	G96	1.755862072746846
G96	G49	1.755862072746846
G39	G6	1.7553949321243936
G6	G39	1.7553949321243936
G17	G27	1.755262661302952
G27	G17	1.755262661302952
G43	G57	1.7546315708915161
G57	G43	1.7546315708915161
G41	G57	1.7546258994202786
G57	G41	1.7546258994202786
G33	G40	1.754541406493598
G40	G33	1.754541406493598
G58	G59	1.7531619663559443
G59	G58	1.7531619663559443
G23	G44	1.7531105454419151
G44	G23	1.7531105454419151
G38	G98	1.7531006257053372
G98	G38	1.7531006257053372
G33	G72	1.7530776634467449
G72	G33	1.7530776634467449
G19	G66	1.7529366128105128
G66	G19	1.7529366128105128
G41	G7	1.752603698041726
G7	G41	1.752603698041726
G55	G79	1.7526034837760465
G79	G55	1.7526034837760465
G53	G79	1.7522955789661245
G79	G53	1.7522955789661245
G5	G90	1.7522948891412982
G90	G5	1.7522948891412982
G53	G61	1.7521881686509198
G61	G53	1.7521881686509198
G64	G81	1.7514312372031515
G81	G64	1.7514312372031515
G15	G73	1.7506380101849608
G73	G15	1.7506380101849608
G51	G63	1.7505848637685029
G63	G51	1.7505848637685029
G42	G47	1.7500561462912767
G47	G42	1.7500561462912767
G15	G99	1.7500419484486618
G99	G15	1.7500419484486618
G20	G35	1.7500120905786218
G35	G20	1.7500120905786218
G33	G6	1.7499102498460672
G6	G33	1.7499102498460672
G5	G78	1.7496929189324408
G78	G5	1.7496929189324408
G49	G82	1.7494446865388138
G82	G49	1.7494446865388138
G28	G91	1.7492020958817251
G91	G28	1.7492020958817251
G36	G99	1.7487087679866469
G99	G36	1.7487087679866469
G6	G68	1.7487027774124764
G68	G6	1.7487027774124764
G35	G40	1.7486276404984578
G40	G35	1.7486276404984578
G68	G91	1.7485133019135994
G91	G68	1.7485133019135994
G33	G38	1.7483205874359664
G38	G33	1.7483205874359664
G10	G74	1.7482515110419197
G74	G10	1.7482515110419197
G14	G70	1.7481954440369156
G70	G14	1.7481954440369156
G45	G58	1.7478204315893788
G58	G45	1.7478204315893788
G88	G98	1.7475358552560887
G98	G88	1.7475358552560887
G23	G35	1.7473861867132097
G35	G23	1.7473861867132097
G54	G94	1.7471613631667637
G94	G54	1.7471613631667637
G46	G84	1.7469131160659246
G84	G46	1.7469131160659246
G45	G62	1.7460159684364558
G62	G45	1.7460159684364558
